category,run_key,item,existing_value,verified_value,severity,evidence
run_modality_availability,sub-cp003_ses-20210206_level-04B_run-006,eye_tracking,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_dat.csv
run_modality_availability,sub-cp003_ses-20210206_level-04B_run-009,eye_tracking,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-04B_run-009_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-04B_run-009_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-01B_run-001,ecg,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-01B_run-001,eda,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-01B_run-001,respiration,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-02B_run-003,ecg,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-02B_run-003,eda,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-02B_run-003,respiration,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-03B_run-002,ecg,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-03B_run-002,eda,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-03B_run-002,respiration,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-04B_run-004,ecg,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-04B_run-004,eda,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_dat.csv
run_modality_availability,sub-cp009_ses-20210129_level-04B_run-004,respiration,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:0 | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_dat.csv | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_dat.csv
run_modality_availability,sub-cp027_ses-20210722_level-01B_run-001,eye_tracking,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp027/ses-20210722/level-01B_run-001/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp027/ses-20210722/level-01B_run-001/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp027/ses-20210722/level-01B_run-001/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv
run_modality_availability,sub-cp027_ses-20210722_level-03B_run-002,eye_tracking,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp027/ses-20210722/level-03B_run-002/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp027/ses-20210722/level-03B_run-002/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp027/ses-20210722/level-03B_run-002/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_dat.csv
run_modality_availability,sub-cp028_ses-20211214_level-01B_run-012,emg,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-ils/sub-cp028/ses-20211214/level-01B_run-012/sub-cp028_ses-20211214_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp028/ses-20211214/level-01B_run-012/sub-cp028_ses-20211214_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp028/ses-20211214/level-01B_run-012/sub-cp028_ses-20211214_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv
run_modality_availability,sub-cp003_ses-20210206_level-000_run-001,eye_tracking,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-rest/sub-cp003/ses-20210206/level-000_run-001/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp003/ses-20210206/level-000_run-001/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp003/ses-20210206/level-000_run-001/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_dat.csv
run_modality_availability,sub-cp003_ses-20210206_level-000_run-002,eye_tracking,phase02_extracted=True,phase01_content_verified=False,high,invalid_effective_rate:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-002_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-002_hea.csv:0 | invalid_sample_count:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcac_feat-chunk_level-000_run-002_hea.csv:0 | invalid_sample_count:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcplt_feat-chunk_level-000_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-002_dat.csv | placeholder_data_with_zero_samples:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcac_feat-chunk_level-000_run-002_dat.csv | placeholder_data_with_zero_samples:task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcplt_feat-chunk_level-000_run-002_dat.csv
