subject_id,session_id,run_id,run_key,difficulty_level,modality,phase01_availability_status,phase02_feature_presence_status,reason_for_mismatch,affected_feature_count,signal_derived_feature_count,generic_modality_metadata_feature_count,non_null_feature_count_before,signal_non_null_values_masked,generic_stream_metadata_values_masked,non_null_feature_count_after,repair_action,minimal_regeneration_performed,regenerated_feature_count
sub-cp003,ses-20210206,run-002,sub-cp003_ses-20210206_level-03B_run-002,level-03B,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-03B_run-002/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-03B_run-002/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-03B_run-002/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp003,ses-20210206,run-005,sub-cp003_ses-20210206_level-03B_run-005,level-03B,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-03B_run-005/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-005_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-03B_run-005/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-005_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-03B_run-005/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-005_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp003,ses-20210206,run-011,sub-cp003_ses-20210206_level-03B_run-011,level-03B,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-03B_run-011/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-011_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-03B_run-011/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-011_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-03B_run-011/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-011_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp003,ses-20210206,run-004,sub-cp003_ses-20210206_level-04B_run-004,level-04B,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-004/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-04B_run-004/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-04B_run-004/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-004_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp003,ses-20210206,run-006,sub-cp003_ses-20210206_level-04B_run-006,level-04B,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp003,ses-20210206,run-009,sub-cp003_ses-20210206_level-04B_run-009,level-04B,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-001,sub-cp009_ses-20210129_level-000_run-001,level-000,ecg,UNAVAILABLE_FALSE,PRESENT_NON_NULL:41,invalid_effective_rate:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerecg_feat-chunk_level-000_run-001_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerecg_feat-chunk_level-000_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerecg_feat-chunk_level-000_run-001_dat.csv,57,54,3,41,40,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-001,sub-cp009_ses-20210129_level-000_run-001,level-000,eda,UNAVAILABLE_FALSE,PRESENT_NON_NULL:31,invalid_effective_rate:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmereda_feat-chunk_level-000_run-001_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmereda_feat-chunk_level-000_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmereda_feat-chunk_level-000_run-001_dat.csv,44,41,3,31,30,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-001,sub-cp009_ses-20210129_level-000_run-001,level-000,respiration,UNAVAILABLE_FALSE,PRESENT_NON_NULL:21,invalid_effective_rate:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerresp_feat-chunk_level-000_run-001_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerresp_feat-chunk_level-000_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp009/ses-20210129/level-000_run-001/sub-cp009_ses-20210129_task-rest_stream-lslshimmerresp_feat-chunk_level-000_run-001_dat.csv,48,42,6,21,20,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-001,sub-cp009_ses-20210129_level-01B_run-001,level-01B,ecg,UNAVAILABLE_FALSE,PRESENT_NON_NULL:41,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv,57,54,3,41,40,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-001,sub-cp009_ses-20210129_level-01B_run-001,level-01B,eda,UNAVAILABLE_FALSE,PRESENT_NON_NULL:31,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv,44,41,3,31,30,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-001,sub-cp009_ses-20210129_level-01B_run-001,level-01B,respiration,UNAVAILABLE_FALSE,PRESENT_NON_NULL:21,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv,48,42,6,21,20,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-003,sub-cp009_ses-20210129_level-02B_run-003,level-02B,ecg,UNAVAILABLE_FALSE,PRESENT_NON_NULL:41,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,57,54,3,41,40,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-003,sub-cp009_ses-20210129_level-02B_run-003,level-02B,eda,UNAVAILABLE_FALSE,PRESENT_NON_NULL:31,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,44,41,3,31,30,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-003,sub-cp009_ses-20210129_level-02B_run-003,level-02B,respiration,UNAVAILABLE_FALSE,PRESENT_NON_NULL:21,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,48,42,6,21,20,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-002,sub-cp009_ses-20210129_level-03B_run-002,level-03B,ecg,UNAVAILABLE_FALSE,PRESENT_NON_NULL:41,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_dat.csv,57,54,3,41,40,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-002,sub-cp009_ses-20210129_level-03B_run-002,level-03B,eda,UNAVAILABLE_FALSE,PRESENT_NON_NULL:31,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_dat.csv,44,41,3,31,30,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-002,sub-cp009_ses-20210129_level-03B_run-002,level-03B,respiration,UNAVAILABLE_FALSE,PRESENT_NON_NULL:21,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_dat.csv,48,42,6,21,20,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-004,sub-cp009_ses-20210129_level-04B_run-004,level-04B,ecg,UNAVAILABLE_FALSE,PRESENT_NON_NULL:41,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_dat.csv,57,54,3,41,40,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-004,sub-cp009_ses-20210129_level-04B_run-004,level-04B,eda,UNAVAILABLE_FALSE,PRESENT_NON_NULL:31,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_dat.csv,44,41,3,31,30,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp009,ses-20210129,run-004,sub-cp009_ses-20210129_level-04B_run-004,level-04B,respiration,UNAVAILABLE_FALSE,PRESENT_NON_NULL:21,invalid_effective_rate:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:NaN | invalid_sample_count:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv:0 | placeholder_data_with_zero_samples:task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_dat.csv,48,42,6,21,20,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp026,ses-20210716,run-001,sub-cp026_ses-20210716_level-000_run-001,level-000,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-rest/sub-cp026/ses-20210716/level-000_run-001/sub-cp026_ses-20210716_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp026/ses-20210716/level-000_run-001/sub-cp026_ses-20210716_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp026/ses-20210716/level-000_run-001/sub-cp026_ses-20210716_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
sub-cp027,ses-20210722,run-001,sub-cp027_ses-20210722_level-000_run-001,level-000,eye_tracking,UNAVAILABLE_FALSE,PRESENT_NON_NULL:301,invalid_effective_rate:task-rest/sub-cp027/ses-20210722/level-000_run-001/sub-cp027_ses-20210722_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv:NaN | invalid_sample_count:task-rest/sub-cp027/ses-20210722/level-000_run-001/sub-cp027_ses-20210722_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv:0 | placeholder_data_with_zero_samples:task-rest/sub-cp027/ses-20210722/level-000_run-001/sub-cp027_ses-20210722_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_dat.csv,426,423,3,301,300,1,0,SET_MODALITY_DEPENDENT_VALUES_TO_NAN,False,0
