file_path,relative_path,file_name,run_key,subject_id,session_id,run_id,difficulty_level,detected_modality,extracted_modality,source_tag,row_count,numeric_column_count,feature_count,status
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-007\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,ses-20210206,run-007,level-01B,eda,eda,lslshimmereda,60399,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-007\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,ses-20210206,run-007,level-01B,emg,emg,lslshimmeremg,240384,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-007\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,ses-20210206,run-007,level-01B,respiration,respiration,lslshimmerresp,237732,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-007\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,ses-20210206,run-007,level-01B,performance,performance,perfmetric,1681,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-007\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,ses-20210206,run-007,level-01B,xplane,xplane,lslxp11xpcac,2126,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-007\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,ses-20210206,run-007,level-01B,head_movement,head_movement,lslxp11xpcplt,2126,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,eye_tracking,eye_tracking,lslhtcviveeye,1,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,ecg,ecg,lslshimmerecg,239005,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,eda,eda,lslshimmereda,60476,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,emg,emg,lslshimmeremg,240525,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,respiration,respiration,lslshimmerresp,239005,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,performance,performance,perfmetric,1669,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,xplane,xplane,lslxp11xpcac,2125,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-012\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,ses-20210206,run-012,level-01B,head_movement,head_movement,lslxp11xpcplt,2125,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,eye_tracking,eye_tracking,lslhtcviveeye,1,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,ecg,ecg,lslshimmerecg,262044,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,eda,eda,lslshimmereda,66489,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,emg,emg,lslshimmeremg,264535,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,respiration,respiration,lslshimmerresp,262044,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-003.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-003.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-003.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,performance,performance,perfmetric,1801,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,xplane,xplane,lslxp11xpcac,2404,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-003\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,ses-20210206,run-003,level-02B,head_movement,head_movement,lslxp11xpcplt,2404,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,eye_tracking,eye_tracking,lslhtcviveeye,1,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,ecg,ecg,lslshimmerecg,257882,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,eda,eda,lslshimmereda,65398,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,emg,emg,lslshimmeremg,260143,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,respiration,respiration,lslshimmerresp,257882,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-008.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-008.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-008.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,performance,performance,perfmetric,1827,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,xplane,xplane,lslxp11xpcac,2337,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-008\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-008_dat.csv,sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,ses-20210206,run-008,level-02B,head_movement,head_movement,lslxp11xpcplt,2337,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-010\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-010_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,ses-20210206,run-010,level-02B,eye_tracking,eye_tracking,lslhtcviveeye,1,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-010\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-010_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,ses-20210206,run-010,level-02B,ecg,ecg,lslshimmerecg,266088,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-010\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-010_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,ses-20210206,run-010,level-02B,eda,eda,lslshimmereda,67454,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-02B_run-010\sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-010_dat.csv,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-010_dat.csv,sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,ses-20210206,run-010,level-02B,emg,emg,lslshimmeremg,268228,5,84,processed
