file_path,relative_path,file_name,extension,file_size_mb,subject_id,session_id,difficulty_level,run_id,run_key,detected_modality,modality_detection_method,is_readable,read_error,row_count_if_csv,column_count_if_csv,first_columns_if_csv,mat_keys_if_mat
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-02B_run-010\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_dat.csv,task-ils/sub-cp004/ses-20210330/level-02B_run-010/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_dat.csv,csv,4.117743,sub-cp004,ses-20210330,level-02B,run-010,sub-cp004_ses-20210330_level-02B_run-010,unknown,unclassified_filename,True,,55043,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-02B_run-010\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_hea.csv,task-ils/sub-cp004/ses-20210330/level-02B_run-010/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_hea.csv,csv,8.8e-05,sub-cp004,ses-20210330,level-02B,run-010,sub-cp004_ses-20210330_level-02B_run-010,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-03B_run-002\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-002_dat.csv,task-ils/sub-cp004/ses-20210330/level-03B_run-002/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-002_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-002_dat.csv,csv,4.357749,sub-cp004,ses-20210330,level-03B,run-002,sub-cp004_ses-20210330_level-03B_run-002,unknown,unclassified_filename,True,,58441,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-03B_run-002\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-002_hea.csv,task-ils/sub-cp004/ses-20210330/level-03B_run-002/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-002_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-002_hea.csv,csv,8.8e-05,sub-cp004,ses-20210330,level-03B,run-002,sub-cp004_ses-20210330_level-03B_run-002,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-03B_run-005\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-005_dat.csv,task-ils/sub-cp004/ses-20210330/level-03B_run-005/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-005_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-005_dat.csv,csv,5.371882,sub-cp004,ses-20210330,level-03B,run-005,sub-cp004_ses-20210330_level-03B_run-005,unknown,unclassified_filename,True,,72020,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-03B_run-005\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-005_hea.csv,task-ils/sub-cp004/ses-20210330/level-03B_run-005/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-005_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-005_hea.csv,csv,8.8e-05,sub-cp004,ses-20210330,level-03B,run-005,sub-cp004_ses-20210330_level-03B_run-005,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-03B_run-011\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-011_dat.csv,task-ils/sub-cp004/ses-20210330/level-03B_run-011/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-011_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-011_dat.csv,csv,4.251409,sub-cp004,ses-20210330,level-03B,run-011,sub-cp004_ses-20210330_level-03B_run-011,unknown,unclassified_filename,True,,57151,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-03B_run-011\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-011_hea.csv,task-ils/sub-cp004/ses-20210330/level-03B_run-011/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-011_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-03B_run-011_hea.csv,csv,8.8e-05,sub-cp004,ses-20210330,level-03B,run-011,sub-cp004_ses-20210330_level-03B_run-011,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-04B_run-004\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-004_dat.csv,task-ils/sub-cp004/ses-20210330/level-04B_run-004/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-004_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-004_dat.csv,csv,3.562223,sub-cp004,ses-20210330,level-04B,run-004,sub-cp004_ses-20210330_level-04B_run-004,unknown,unclassified_filename,True,,47885,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-04B_run-004\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-004_hea.csv,task-ils/sub-cp004/ses-20210330/level-04B_run-004/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-004_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-004_hea.csv,csv,8.7e-05,sub-cp004,ses-20210330,level-04B,run-004,sub-cp004_ses-20210330_level-04B_run-004,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-04B_run-006\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-006_dat.csv,task-ils/sub-cp004/ses-20210330/level-04B_run-006/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-006_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-006_dat.csv,csv,3.661099,sub-cp004,ses-20210330,level-04B,run-006,sub-cp004_ses-20210330_level-04B_run-006,unknown,unclassified_filename,True,,49044,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-04B_run-006\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-006_hea.csv,task-ils/sub-cp004/ses-20210330/level-04B_run-006/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-006_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-006_hea.csv,csv,8.8e-05,sub-cp004,ses-20210330,level-04B,run-006,sub-cp004_ses-20210330_level-04B_run-006,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-04B_run-009\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-009_dat.csv,task-ils/sub-cp004/ses-20210330/level-04B_run-009/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-009_dat.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-009_dat.csv,csv,4.355968,sub-cp004,ses-20210330,level-04B,run-009,sub-cp004_ses-20210330_level-04B_run-009,unknown,unclassified_filename,True,,58283,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-04B_run-009\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-009_hea.csv,task-ils/sub-cp004/ses-20210330/level-04B_run-009/sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-009_hea.csv,sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-04B_run-009_hea.csv,csv,8.8e-05,sub-cp004,ses-20210330,level-04B,run-009,sub-cp004_ses-20210330_level-04B_run-009,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-01B_run-001\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv,task-ils/sub-cp005/ses-20210226/level-01B_run-001/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv,csv,4.597724,sub-cp005,ses-20210226,level-01B,run-001,sub-cp005_ses-20210226_level-01B_run-001,unknown,unclassified_filename,True,,61952,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-01B_run-001\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_hea.csv,task-ils/sub-cp005/ses-20210226/level-01B_run-001/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_hea.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_hea.csv,csv,8.8e-05,sub-cp005,ses-20210226,level-01B,run-001,sub-cp005_ses-20210226_level-01B_run-001,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-01B_run-007\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp005/ses-20210226/level-01B_run-007/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_dat.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_dat.csv,csv,4.208761,sub-cp005,ses-20210226,level-01B,run-007,sub-cp005_ses-20210226_level-01B_run-007,unknown,unclassified_filename,True,,57033,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-01B_run-007\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_hea.csv,task-ils/sub-cp005/ses-20210226/level-01B_run-007/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_hea.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_hea.csv,csv,8.8e-05,sub-cp005,ses-20210226,level-01B,run-007,sub-cp005_ses-20210226_level-01B_run-007,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-01B_run-012\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp005/ses-20210226/level-01B_run-012/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,csv,4.249552,sub-cp005,ses-20210226,level-01B,run-012,sub-cp005_ses-20210226_level-01B_run-012,unknown,unclassified_filename,True,,57349,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-01B_run-012\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_hea.csv,task-ils/sub-cp005/ses-20210226/level-01B_run-012/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_hea.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_hea.csv,csv,8.8e-05,sub-cp005,ses-20210226,level-01B,run-012,sub-cp005_ses-20210226_level-01B_run-012,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-02B_run-003\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp005/ses-20210226/level-02B_run-003/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,csv,5.032696,sub-cp005,ses-20210226,level-02B,run-003,sub-cp005_ses-20210226_level-02B_run-003,unknown,unclassified_filename,True,,67983,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-02B_run-003\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_hea.csv,task-ils/sub-cp005/ses-20210226/level-02B_run-003/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_hea.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_hea.csv,csv,8.8e-05,sub-cp005,ses-20210226,level-02B,run-003,sub-cp005_ses-20210226_level-02B_run-003,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-02B_run-008\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp005/ses-20210226/level-02B_run-008/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_dat.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_dat.csv,csv,4.485876,sub-cp005,ses-20210226,level-02B,run-008,sub-cp005_ses-20210226_level-02B_run-008,unknown,unclassified_filename,True,,60686,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-02B_run-008\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_hea.csv,task-ils/sub-cp005/ses-20210226/level-02B_run-008/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_hea.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_hea.csv,csv,8.8e-05,sub-cp005,ses-20210226,level-02B,run-008,sub-cp005_ses-20210226_level-02B_run-008,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-02B_run-010\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_dat.csv,task-ils/sub-cp005/ses-20210226/level-02B_run-010/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_dat.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_dat.csv,csv,4.392303,sub-cp005,ses-20210226,level-02B,run-010,sub-cp005_ses-20210226_level-02B_run-010,unknown,unclassified_filename,True,,59406,4,"[""time_dn"", ""accelerometry_torso_x_mps2"", ""accelerometry_torso_y_mps2"", ""accelerometry_torso_z_mps2""]",
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp005\ses-20210226\level-02B_run-010\sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_hea.csv,task-ils/sub-cp005/ses-20210226/level-02B_run-010/sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_hea.csv,sub-cp005_ses-20210226_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-010_hea.csv,csv,8.8e-05,sub-cp005,ses-20210226,level-02B,run-010,sub-cp005_ses-20210226_level-02B_run-010,unknown,unclassified_filename,True,,1,4,"[""processedTime"", ""Fs_Hz"", ""Fs_Hz_effective"", ""sampleCount""]",
